Device: Xiaomi Redmi Note 7; eSense app version: 4.9.0; android version: 10;
104.6;6.30;16:50:01:947;1;4;
104.8;6.26;16:50:02:147;1;4;
105.0;6.26;16:50:02:347;1;4;
105.2;6.25;16:50:02:547;1;4;
105.4;6.29;16:50:02:747;1;4;
105.6;6.43;16:50:02:947;1;4;
105.8;6.55;16:50:03:147;1;4;
106.0;6.73;16:50:03:347;1;4;
106.2;6.73;16:50:03:547;1;4;
106.4;6.81;16:50:03:747;1;4;
106.6;6.85;16:50:03:947;1;4;
106.8;6.86;16:50:04:147;1;3;
107.0;6.85;16:50:04:347;1;3;
107.2;6.83;16:50:04:547;1;3;
107.4;6.83;16:50:04:747;1;4;
107.6;6.83;16:50:04:947;1;4;
107.8;6.85;16:50:05:147;1;4;
108.0;6.91;16:50:05:347;1;4;
108.2;7.00;16:50:05:547;1;4;
108.4;7.00;16:50:05:747;1;4;
108.6;7.05;16:50:05:947;1;4;
108.8;7.09;16:50:06:147;1;4;
109.0;7.11;16:50:06:347;1;4;
109.2;7.09;16:50:06:547;1;4;
109.4;7.05;16:50:06:747;1;4;
109.6;7.05;16:50:06:947;1;4;
109.8;7.02;16:50:07:147;1;4;
110.0;6.95;16:50:07:347;1;4;
110.2;6.90;16:50:07:547;1;4;
110.4;6.86;16:50:07:747;1;5;
110.6;6.82;16:50:07:947;1;5;
110.8;6.82;16:50:08:147;1;5;
111.0;6.81;16:50:08:347;1;5;
111.2;6.78;16:50:08:547;1;5;
111.4;6.75;16:50:08:747;1;5;
111.6;6.68;16:50:08:947;1;5;
111.8;6.69;16:50:09:147;1;5;
112.0;6.69;16:50:09:347;1;5;
112.2;6.67;16:50:09:547;1;5;
112.4;6.64;16:50:09:747;1;5;
112.6;6.61;16:50:09:947;1;6;
112.8;6.59;16:50:10:147;1;6;
113.0;6.58;16:50:10:347;1;6;
113.2;6.58;16:50:10:547;1;6;
113.4;6.57;16:50:10:747;1;6;
113.6;6.55;16:50:10:947;1;6;
113.8;6.54;16:50:11:147;1;6;
114.0;6.52;16:50:11:347;1;6;
114.2;6.50;16:50:11:547;1;6;
114.4;6.50;16:50:11:747;1;6;
114.6;6.51;16:50:11:947;1;6;
114.8;6.52;16:50:12:147;1;6;
115.0;6.62;16:50:12:347;1;6;
115.2;6.69;16:50:12:547;1;6;
115.4;6.77;16:50:12:747;1;5;
115.6;6.77;16:50:12:947;1;5;
115.8;6.86;16:50:13:147;1;5;
116.0;6.89;16:50:13:347;1;5;
116.2;6.91;16:50:13:547;1;5;
116.4;6.91;16:50:13:747;1;5;
116.6;6.91;16:50:13:947;1;5;
116.8;6.88;16:50:14:147;1;5;
117.0;6.84;16:50:14:347;1;5;
117.2;6.79;16:50:14:547;1;5;
117.4;6.67;16:50:14:747;1;5;
117.6;6.62;16:50:14:947;1;5;
117.8;6.62;16:50:15:147;1;5;
118.0;6.55;16:50:15:347;0;5;
118.2;6.52;16:50:15:547;0;5;
118.4;6.51;16:50:15:747;0;5;
118.6;6.47;16:50:15:947;0;5;
118.8;6.46;16:50:16:147;0;4;
119.0;6.46;16:50:16:347;0;4;
119.2;6.44;16:50:16:547;0;4;
119.4;6.44;16:50:16:747;0;4;
119.6;6.40;16:50:16:947;0;4;
119.8;6.39;16:50:17:147;0;4;
120.0;6.41;16:50:17:347;0;4;
120.2;6.41;16:50:17:547;0;4;
120.4;6.44;16:50:17:747;0;4;
120.6;6.47;16:50:17:947;0;4;
120.8;6.49;16:50:18:147;0;4;
121.0;6.50;16:50:18:347;0;4;
121.2;6.51;16:50:18:547;0;4;
121.4;6.51;16:50:18:747;0;4;
121.6;6.52;16:50:18:947;0;4;
121.8;6.57;16:50:19:147;0;4;
122.0;6.63;16:50:19:347;0;4;
122.2;6.67;16:50:19:547;0;4;
122.4;6.69;16:50:19:747;0;4;
122.6;6.69;16:50:19:947;0;4;
122.8;6.69;16:50:20:147;0;4;
123.0;6.68;16:50:20:347;0;4;
123.2;6.65;16:50:20:547;0;4;
123.4;6.62;16:50:20:747;0;4;
123.6;6.60;16:50:20:947;0;4;
123.8;6.59;16:50:21:147;0;4;
124.0;6.57;16:50:21:347;0;4;
124.2;6.54;16:50:21:547;0;4;
124.4;6.50;16:50:21:747;0;4;
124.6;6.47;16:50:21:947;1;4;
124.8;6.46;16:50:22:147;1;4;
125.0;6.45;16:50:22:347;1;4;
125.2;6.42;16:50:22:547;1;4;
125.4;6.41;16:50:22:747;1;4;
125.6;6.43;16:50:22:947;1;4;
125.8;6.48;16:50:23:147;1;4;
126.0;6.52;16:50:23:347;1;4;
126.2;6.58;16:50:23:547;1;4;
126.4;6.73;16:50:23:747;1;4;
126.6;6.85;16:50:23:947;1;5;
126.8;6.92;16:50:24:147;1;5;
127.0;6.96;16:50:24:347;1;5;
127.2;6.96;16:50:24:547;1;5;
127.4;6.96;16:50:24:747;1;5;
127.6;6.92;16:50:24:947;1;5;
127.8;6.88;16:50:25:147;1;5;
128.0;6.83;16:50:25:347;0;5;
128.2;6.79;16:50:25:547;0;5;
128.4;6.77;16:50:25:747;0;5;
128.6;6.73;16:50:25:947;0;5;
128.8;6.70;16:50:26:147;0;5;
129.0;6.66;16:50:26:347;0;5;
129.2;6.64;16:50:26:547;0;5;
129.4;6.64;16:50:26:747;0;5;
129.6;6.64;16:50:26:947;0;5;
129.8;6.66;16:50:27:147;0;5;
130.0;6.66;16:50:27:347;0;5;
130.2;6.67;16:50:27:547;0;5;
130.4;6.67;16:50:27:747;0;5;
130.6;6.67;16:50:27:947;0;5;
130.8;6.66;16:50:28:147;0;5;
131.0;6.64;16:50:28:347;0;5;
131.2;6.64;16:50:28:547;0;5;
131.4;6.63;16:50:28:747;0;5;
131.6;6.62;16:50:28:947;0;5;
131.8;6.61;16:50:29:147;0;5;
132.0;6.61;16:50:29:347;0;5;
132.2;6.59;16:50:29:547;0;5;
132.4;6.58;16:50:29:747;0;5;
132.6;6.56;16:50:29:947;0;5;
132.8;6.55;16:50:30:147;0;5;
133.0;6.55;16:50:30:347;0;5;
133.2;6.54;16:50:30:547;0;5;
133.4;6.53;16:50:30:747;0;5;
133.6;6.51;16:50:30:947;0;5;
133.8;6.50;16:50:31:147;0;5;
134.0;6.50;16:50:31:347;0;5;
134.2;6.50;16:50:31:547;0;5;
134.4;6.50;16:50:31:747;0;5;
134.6;6.49;16:50:31:947;0;5;
134.8;6.49;16:50:32:147;0;5;
135.0;6.49;16:50:32:347;0;5;
135.2;6.48;16:50:32:547;0;5;
135.4;6.48;16:50:32:747;0;5;
135.6;6.46;16:50:32:947;0;5;
135.8;6.45;16:50:33:147;0;5;
136.0;6.44;16:50:33:347;0;5;
136.2;6.42;16:50:33:547;0;5;
136.4;6.41;16:50:33:747;0;5;
136.6;6.41;16:50:33:947;0;5;
136.8;6.40;16:50:34:147;0;5;
137.0;6.38;16:50:34:347;0;5;
137.2;6.36;16:50:34:547;0;5;
137.4;6.35;16:50:34:747;0;5;
137.6;6.33;16:50:34:947;0;5;
137.8;6.33;16:50:35:147;0;5;
138.0;6.31;16:50:35:347;0;5;
138.2;6.30;16:50:35:547;0;5;
138.4;6.29;16:50:35:747;0;5;
138.6;6.27;16:50:35:947;0;5;
138.8;6.26;16:50:36:147;0;5;
139.0;6.26;16:50:36:347;0;5;
139.2;6.25;16:50:36:547;0;5;
139.4;6.23;16:50:36:747;0;5;
139.6;6.21;16:50:36:947;0;5;
139.8;6.21;16:50:37:147;0;5;
140.0;6.21;16:50:37:347;0;5;
140.2;6.21;16:50:37:547;0;5;
140.4;6.21;16:50:37:747;0;5;
140.6;6.22;16:50:37:947;0;5;
140.8;6.23;16:50:38:147;0;5;
141.0;6.23;16:50:38:347;0;5;
141.2;6.23;16:50:38:547;0;5;
141.4;6.22;16:50:38:747;0;5;
141.6;6.21;16:50:38:947;0;5;
141.8;6.20;16:50:39:147;0;5;
142.0;6.20;16:50:39:347;0;5;
142.2;6.17;16:50:39:547;0;5;
142.4;6.17;16:50:39:747;0;5;
142.6;6.15;16:50:39:947;0;5;
142.8;6.15;16:50:40:147;0;5;
143.0;6.13;16:50:40:347;0;5;
143.2;6.12;16:50:40:547;0;5;
143.4;6.10;16:50:40:747;0;5;
143.6;6.10;16:50:40:947;0;5;
143.8;6.09;16:50:41:147;0;5;
144.0;6.07;16:50:41:347;0;5;
144.2;6.05;16:50:41:547;0;5;
144.4;6.05;16:50:41:747;0;5;
144.6;6.03;16:50:41:947;0;5;
144.8;6.03;16:50:42:147;0;5;
145.0;6.02;16:50:42:347;0;5;
145.2;6.02;16:50:42:547;0;5;
145.4;6.02;16:50:42:747;0;5;
145.6;6.00;16:50:42:947;0;5;
145.8;6.00;16:50:43:147;0;5;
146.0;6.01;16:50:43:347;0;5;
146.2;6.02;16:50:43:547;0;5;
146.4;6.02;16:50:43:747;0;5;
146.6;6.01;16:50:43:947;0;5;
146.8;5.98;16:50:44:147;0;5;
147.0;5.98;16:50:44:347;0;5;
147.2;5.97;16:50:44:547;0;5;
147.4;5.96;16:50:44:747;0;5;
147.6;5.96;16:50:44:947;0;5;
147.8;5.96;16:50:45:147;0;5;
148.0;5.96;16:50:45:347;0;5;
148.2;5.96;16:50:45:547;0;5;
148.4;5.94;16:50:45:747;0;5;
148.6;5.93;16:50:45:947;0;5;
148.8;5.93;16:50:46:147;0;5;
149.0;5.92;16:50:46:347;0;5;
149.2;5.91;16:50:46:547;0;5;
149.4;5.91;16:50:46:747;0;5;
149.6;5.89;16:50:46:947;0;5;
149.8;5.89;16:50:47:147;0;5;
150.0;5.89;16:50:47:347;0;5;
150.2;5.88;16:50:47:547;0;5;
150.4;5.88;16:50:47:747;0;5;
150.6;5.87;16:50:47:947;0;5;
150.8;5.85;16:50:48:147;0;5;
151.0;5.85;16:50:48:347;0;5;
151.2;5.84;16:50:48:547;0;5;
151.4;5.84;16:50:48:747;0;5;
151.6;5.84;16:50:48:947;0;5;
151.8;5.83;16:50:49:147;0;5;
152.0;5.81;16:50:49:347;0;5;
152.2;5.80;16:50:49:547;0;5;
152.4;5.79;16:50:49:747;0;5;
152.6;5.77;16:50:49:947;0;5;
152.8;5.77;16:50:50:147;0;5;
153.0;5.77;16:50:50:347;0;5;
153.2;5.77;16:50:50:547;0;5;
153.4;5.76;16:50:50:747;0;5;
153.6;5.76;16:50:50:947;0;5;
153.8;5.77;16:50:51:147;0;5;
154.0;5.77;16:50:51:347;0;5;
154.2;5.79;16:50:51:547;0;5;
154.4;5.80;16:50:51:747;0;5;
154.6;5.83;16:50:51:947;0;5;
154.8;5.83;16:50:52:147;0;5;
155.0;5.84;16:50:52:347;0;5;
155.2;5.84;16:50:52:547;0;5;
155.4;5.83;16:50:52:747;0;5;
155.6;5.83;16:50:52:947;0;5;
155.8;5.85;16:50:53:147;0;5;
156.0;5.86;16:50:53:347;0;5;
156.2;5.85;16:50:53:547;0;5;
156.4;5.84;16:50:53:747;0;5;
156.6;5.84;16:50:53:947;0;5;
156.8;5.84;16:50:54:147;0;5;
157.0;5.83;16:50:54:347;0;5;
157.2;5.81;16:50:54:547;0;5;
157.4;5.81;16:50:54:747;0;5;
157.6;5.80;16:50:54:947;0;5;
157.8;5.80;16:50:55:147;0;5;
158.0;5.80;16:50:55:347;0;5;
158.2;5.77;16:50:55:547;0;5;
158.4;5.76;16:50:55:747;0;5;
158.6;5.74;16:50:55:947;0;5;
158.8;5.74;16:50:56:147;0;5;
159.0;5.73;16:50:56:347;0;5;
159.2;5.71;16:50:56:547;0;5;
159.4;5.70;16:50:56:747;0;5;
159.6;5.69;16:50:56:947;0;5;
159.8;5.67;16:50:57:147;0;5;
160.0;5.67;16:50:57:347;0;5;
160.2;5.66;16:50:57:547;0;5;
160.4;5.65;16:50:57:747;0;5;
160.6;5.65;16:50:57:947;0;5;
160.8;5.63;16:50:58:147;0;5;
161.0;5.61;16:50:58:347;0;5;
161.2;5.61;16:50:58:547;0;5;
161.4;5.61;16:50:58:747;0;5;
161.6;5.61;16:50:58:947;0;5;
161.8;5.60;16:50:59:147;0;5;
162.0;5.59;16:50:59:347;0;5;
162.2;5.59;16:50:59:547;0;5;
162.4;5.59;16:50:59:747;0;5;
162.6;5.60;16:50:59:947;0;5;
162.8;5.57;16:51:00:147;0;5;
163.0;5.56;16:51:00:347;0;5;
163.2;5.56;16:51:00:547;0;5;
163.4;5.56;16:51:00:747;0;5;
163.6;5.54;16:51:00:947;0;5;
163.8;5.52;16:51:01:147;0;5;
164.0;5.52;16:51:01:347;0;5;
164.2;5.52;16:51:01:547;0;5;
164.4;5.50;16:51:01:747;0;5;
164.6;5.50;16:51:01:947;0;5;
164.8;5.49;16:51:02:147;0;4;
165.0;5.48;16:51:02:347;0;4;
165.2;5.48;16:51:02:547;0;4;
165.4;5.46;16:51:02:747;0;4;
165.6;5.45;16:51:02:947;0;4;
165.8;5.45;16:51:03:147;0;4;
166.0;5.45;16:51:03:347;0;4;
166.2;5.43;16:51:03:547;0;4;
166.4;5.42;16:51:03:747;0;4;
166.6;5.41;16:51:03:947;0;4;
166.8;5.41;16:51:04:147;0;4;
167.0;5.41;16:51:04:347;0;4;
167.2;5.44;16:51:04:547;0;4;
167.4;5.49;16:51:04:747;0;4;
167.6;5.54;16:51:04:947;0;3;
167.8;5.65;16:51:05:147;0;3;
168.0;5.65;16:51:05:347;0;3;
168.2;5.70;16:51:05:547;0;3;
168.4;5.75;16:51:05:747;0;3;
168.6;5.78;16:51:05:947;0;3;
168.8;5.79;16:51:06:147;0;3;
169.0;5.79;16:51:06:347;0;3;
169.2;5.79;16:51:06:547;0;3;
169.4;5.80;16:51:06:747;0;3;
169.6;5.80;16:51:06:947;0;3;
169.8;5.78;16:51:07:147;0;3;
170.0;5.77;16:51:07:347;0;3;
170.2;5.77;16:51:07:547;0;3;
170.4;5.77;16:51:07:747;0;3;
170.6;5.74;16:51:07:947;0;2;
170.8;5.72;16:51:08:147;0;2;
171.0;5.71;16:51:08:347;0;2;
171.2;5.69;16:51:08:547;0;2;
171.4;5.67;16:51:08:747;0;2;
171.6;5.67;16:51:08:947;0;2;
171.8;5.67;16:51:09:147;0;2;
172.0;5.67;16:51:09:347;0;2;
172.2;5.66;16:51:09:547;0;2;
172.4;5.66;16:51:09:747;0;2;
172.6;5.65;16:51:09:947;0;2;
172.8;5.65;16:51:10:147;0;1;
173.0;5.67;16:51:10:347;0;1;
173.2;5.67;16:51:10:547;0;1;
173.4;5.74;16:51:10:747;0;1;
173.6;5.84;16:51:10:947;0;1;
173.8;6.01;16:51:11:147;0;1;
174.0;6.01;16:51:11:347;0;1;
174.2;6.09;16:51:11:547;0;1;
174.4;6.16;16:51:11:747;0;1;
174.6;6.23;16:51:11:947;0;1;
174.8;6.25;16:51:12:147;0;1;
175.0;6.25;16:51:12:347;0;1;
175.2;6.23;16:51:12:547;0;1;
175.4;6.21;16:51:12:747;0;1;
175.6;6.18;16:51:12:947;0;1;
175.8;6.14;16:51:13:147;0;1;
176.0;6.10;16:51:13:347;0;1;
176.2;6.10;16:51:13:547;0;1;
176.4;6.07;16:51:13:747;0;1;
176.6;6.06;16:51:13:947;0;1;
176.8;6.04;16:51:14:147;0;1;
177.0;6.03;16:51:14:347;0;1;
177.2;6.02;16:51:14:547;0;1;
177.4;6.02;16:51:14:747;0;1;
177.6;6.02;16:51:14:947;0;1;
177.8;6.07;16:51:15:147;0;1;
178.0;6.14;16:51:15:347;0;1;
178.2;6.20;16:51:15:547;0;1;
178.4;6.20;16:51:15:747;0;1;
178.6;6.30;16:51:15:947;0;1;
178.8;6.35;16:51:16:147;0;1;
179.0;6.38;16:51:16:347;0;1;
179.2;6.38;16:51:16:547;0;1;
179.4;6.38;16:51:16:747;0;1;
179.6;6.38;16:51:16:947;0;1;
179.8;6.38;16:51:17:147;0;1;
180.0;6.36;16:51:17:347;0;1;
180.2;6.32;16:51:17:547;0;1;
180.4;6.30;16:51:17:747;0;1;
180.6;6.27;16:51:17:947;0;1;
180.8;6.27;16:51:18:147;0;1;
181.0;6.26;16:51:18:347;0;1;
181.2;6.24;16:51:18:547;0;1;
181.4;6.23;16:51:18:747;0;1;
181.6;6.21;16:51:18:947;0;1;
181.8;6.20;16:51:19:147;0;1;
182.0;6.20;16:51:19:347;0;1;
182.2;6.20;16:51:19:547;0;1;
182.4;6.19;16:51:19:747;0;1;
182.6;6.18;16:51:19:947;0;1;
182.8;6.21;16:51:20:147;0;1;
183.0;6.21;16:51:20:347;0;1;
183.2;6.21;16:51:20:547;0;1;
183.4;6.21;16:51:20:747;0;1;
183.6;6.21;16:51:20:947;0;1;
183.8;6.20;16:51:21:147;0;1;
184.0;6.20;16:51:21:347;0;1;
184.2;6.22;16:51:21:547;0;1;
184.4;6.22;16:51:21:747;0;1;
184.6;6.31;16:51:21:947;0;1;
184.8;6.41;16:51:22:147;0;1;
185.0;6.51;16:51:22:347;0;1;
185.2;6.64;16:51:22:547;0;1;
185.4;6.64;16:51:22:747;0;1;
185.6;6.70;16:51:22:947;0;1;
185.8;6.72;16:51:23:147;0;1;
186.0;6.70;16:51:23:347;0;1;
186.2;6.67;16:51:23:547;0;1;
186.4;6.64;16:51:23:747;0;1;
186.6;6.64;16:51:23:947;0;1;
186.8;6.61;16:51:24:147;0;0;
187.0;6.55;16:51:24:347;0;0;
187.2;6.51;16:51:24:547;0;0;
187.4;6.47;16:51:24:747;0;0;
187.6;6.43;16:51:24:947;0;0;
187.8;6.43;16:51:25:147;0;0;
188.0;6.39;16:51:25:347;0;0;
188.2;6.36;16:51:25:547;0;0;
188.4;6.35;16:51:25:747;0;0;
188.6;6.31;16:51:25:947;0;0;
188.8;6.30;16:51:26:147;0;0;
189.0;6.30;16:51:26:347;0;0;
189.2;6.31;16:51:26:547;0;0;
189.4;6.34;16:51:26:747;0;0;
189.6;6.40;16:51:26:947;0;0;
189.8;6.45;16:51:27:147;0;0;
190.0;6.49;16:51:27:347;0;0;
190.2;6.49;16:51:27:547;0;0;
190.4;6.51;16:51:27:747;0;0;
190.6;6.51;16:51:27:947;0;0;
190.8;6.50;16:51:28:147;0;0;
191.0;6.49;16:51:28:347;0;0;
191.2;6.49;16:51:28:547;0;0;
191.4;6.45;16:51:28:747;0;0;
191.6;6.42;16:51:28:947;0;0;
191.8;6.40;16:51:29:147;0;0;
192.0;6.37;16:51:29:347;0;0;
192.2;6.33;16:51:29:547;0;0;
192.4;6.33;16:51:29:747;0;0;
192.6;6.31;16:51:29:947;0;0;
192.8;6.29;16:51:30:147;0;0;
193.0;6.27;16:51:30:347;0;0;
193.2;6.26;16:51:30:547;0;0;
193.4;6.26;16:51:30:747;0;0;
193.6;6.27;16:51:30:947;1;0;
193.8;6.28;16:51:31:147;1;0;
194.0;6.29;16:51:31:347;1;0;
194.2;6.30;16:51:31:547;1;0;
194.4;6.30;16:51:31:747;1;0;
194.6;6.29;16:51:31:947;1;1;
194.8;6.29;16:51:32:147;1;1;
195.0;6.29;16:51:32:347;1;1;
195.2;6.28;16:51:32:547;1;1;
195.4;6.26;16:51:32:747;1;1;
195.6;6.25;16:51:32:947;1;1;
195.8;6.23;16:51:33:147;1;1;
196.0;6.21;16:51:33:347;0;1;
196.2;6.21;16:51:33:547;0;1;
196.4;6.19;16:51:33:747;0;1;
196.6;6.17;16:51:33:947;0;1;
196.8;6.15;16:51:34:147;0;1;
197.0;6.14;16:51:34:347;0;1;
197.2;6.14;16:51:34:547;0;1;
197.4;6.13;16:51:34:747;0;1;
197.6;6.12;16:51:34:947;0;1;
197.8;6.11;16:51:35:147;0;1;
198.0;6.12;16:51:35:347;0;1;
198.2;6.12;16:51:35:547;0;1;
198.4;6.11;16:51:35:747;0;1;
198.6;6.11;16:51:35:947;0;1;
198.8;6.10;16:51:36:147;0;1;
199.0;6.10;16:51:36:347;0;1;
199.2;6.09;16:51:36:547;0;1;
199.4;6.09;16:51:36:747;0;1;
199.6;6.09;16:51:36:947;0;1;
199.8;6.09;16:51:37:147;0;1;
200.0;6.09;16:51:37:347;0;1;
200.2;6.08;16:51:37:547;0;1;
200.4;6.07;16:51:37:747;0;1;
200.6;6.07;16:51:37:947;0;1;
200.8;6.06;16:51:38:147;0;1;
201.0;6.05;16:51:38:347;0;1;
201.2;6.04;16:51:38:547;0;1;
201.4;6.03;16:51:38:747;0;1;
201.6;6.02;16:51:38:947;0;1;
201.8;6.01;16:51:39:147;0;1;
202.0;6.00;16:51:39:347;0;1;
202.2;6.00;16:51:39:547;0;1;
202.4;6.00;16:51:39:747;0;1;
202.6;6.01;16:51:39:947;0;1;
202.8;6.02;16:51:40:147;0;1;
203.0;6.04;16:51:40:347;0;1;
203.2;6.08;16:51:40:547;0;1;
203.4;6.16;16:51:40:747;0;1;
203.6;6.25;16:51:40:947;0;1;
203.8;6.34;16:51:41:147;0;1;
204.0;6.39;16:51:41:347;0;1;
204.2;6.42;16:51:41:547;0;1;
204.4;6.50;16:51:41:747;0;1;
204.6;6.56;16:51:41:947;0;1;
204.8;6.60;16:51:42:147;0;1;
205.0;6.64;16:51:42:347;0;1;
205.2;6.67;16:51:42:547;0;1;
205.4;6.69;16:51:42:747;0;1;
205.6;6.72;16:51:42:947;0;1;
205.8;6.77;16:51:43:147;0;1;
206.0;6.79;16:51:43:347;0;1;
206.2;6.80;16:51:43:547;0;1;
206.4;6.81;16:51:43:747;0;1;
206.6;6.83;16:51:43:947;0;1;
206.8;6.87;16:51:44:147;0;1;
207.0;6.87;16:51:44:347;0;1;
207.2;6.87;16:51:44:547;0;1;
207.4;6.87;16:51:44:747;0;1;
207.6;6.86;16:51:44:947;1;1;
207.8;6.85;16:51:45:147;1;1;
208.0;6.83;16:51:45:347;1;1;
208.2;6.81;16:51:45:547;1;1;
208.4;6.80;16:51:45:747;1;1;
208.6;6.79;16:51:45:947;1;1;
208.8;6.78;16:51:46:147;1;1;
209.0;6.78;16:51:46:347;1;1;
209.2;6.76;16:51:46:547;1;1;
209.4;6.75;16:51:46:747;1;1;
209.6;6.73;16:51:46:947;1;1;
209.8;6.72;16:51:47:147;1;1;
210.0;6.71;16:51:47:347;1;1;
210.2;6.70;16:51:47:547;1;1;
210.4;6.69;16:51:47:747;1;1;
210.6;6.67;16:51:47:947;1;1;
210.8;6.66;16:51:48:147;1;1;
211.0;6.65;16:51:48:347;1;1;
